MTH,WRKDATE,YR,DIV,DIV_NAME,TYPE,TASK,WO,CRTDAT,EQ,FCT,LINE,SHOP,TRADE,HRS,period,perno,CRTYR,CRTMTH
2,10-02-08,2010,162,Cascades Groupe Tissu KF Mac 2,PA,IVER053   ,9006453   ,1090302,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2010-02,4,2009,03
2,10-02-05,2010,162,Cascades Groupe Tissu KF Mac 2,PA,IVER053   ,9006453   ,1090302,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2010-02,4,2009,03
2,10-02-04,2010,162,Cascades Groupe Tissu KF Mac 2,PA,IVER053   ,9006453   ,1090302,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2010-02,4,2009,03
2,10-02-10,2010,151,Cascades Papier Kingsey Falls,CA,          ,9008139   ,1090317,UHY0051        ,KUHYD008                      ,KSEC      ,SINST,MECA,3,2010-02,4,2009,03
2,10-02-10,2010,151,Cascades Papier Kingsey Falls,CA,          ,9008139   ,1090317,UHY0051        ,KUHYD008                      ,KSEC      ,SINST,MECA,1,2010-02,4,2009,03
2,10-02-05,2010,151,Cascades Papier Kingsey Falls,CA,          ,9008139   ,1090317,UHY0051        ,KUHYD008                      ,KSEC      ,SINST,MECA,2,2010-02,4,2009,03
10,12-10-03,2012,162,Cascades Groupe Tissu KF Mac 2,D3,          ,9009079   ,1090327,DEPE102        ,IABATISE2                     ,ILIC2     ,SINST,MECA,2,2012-10,49,2009,03
8,12-08-15,2012,162,Cascades Groupe Tissu KF Mac 2,D3,          ,9009079   ,1090327,DEPE102        ,IABATISE2                     ,ILIC2     ,SINST,MECA,1,2012-08,46,2009,03
3,12-03-28,2012,162,Cascades Groupe Tissu KF Mac 2,D3,          ,9009079   ,1090327,DEPE102        ,IABATISE2                     ,ILIC2     ,SINST,MECA,2,2012-03,44,2009,03
6,15-06-16,2015,162,Cascades Groupe Tissu KF Mac 2,D3,          ,9009079   ,1090327,DEPE102        ,IABATISE2                     ,ILIC2     ,SELEC,MOTEUR,2,2015-06,11,2009,03
8,12-08-15,2012,163,Cascades Groupe Tissu KF Mac 3,D3,          ,9009080   ,1090327,DEPE103        ,IABATISE3                     ,ILIC3     ,SINST,MECA,1,2012-08,46,2009,03
3,12-03-21,2012,163,Cascades Groupe Tissu KF Mac 3,D3,          ,9009080   ,1090327,DEPE103        ,IABATISE3                     ,ILIC3     ,SINST,MECA,2,2012-03,44,2009,03
2,12-02-01,2012,163,Cascades Groupe Tissu KF Mac 3,D3,          ,9009080   ,1090327,DEPE103        ,IABATISE3                     ,ILIC3     ,SINST,MECA,3,2012-02,45,2009,03
10,12-10-03,2012,163,Cascades Groupe Tissu KF Mac 3,D3,          ,9009080   ,1090327,DEPE103        ,IABATISE3                     ,ILIC3     ,SINST,MECA,2,2012-10,49,2009,03
8,12-08-01,2012,161,Cascades Groupe Tissu KF Mac 1,D3,          ,9009081   ,1090327,DEPE101        ,IABATISE1                     ,ILIC1     ,SINST,MECA,3,2012-08,46,2009,03
1,10-01-06,2010,151,Cascades Papier Kingsey Falls,CA,          ,9009459   ,1090330,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,2,2010-01,3,2009,03
2,10-02-12,2010,151,Cascades Papier Kingsey Falls,CA,          ,9009462   ,1090330,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,1,2010-02,4,2009,03
2,10-02-10,2010,151,Cascades Papier Kingsey Falls,CA,          ,9009462   ,1090330,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,1,2010-02,4,2009,03
2,10-02-10,2010,151,Cascades Papier Kingsey Falls,CA,          ,9009462   ,1090330,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,2.5,2010-02,4,2009,03
2,10-02-10,2010,151,Cascades Papier Kingsey Falls,CA,          ,9009462   ,1090330,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,0.5,2010-02,4,2009,03
1,10-01-25,2010,151,Cascades Papier Kingsey Falls,CA,          ,9009462   ,1090330,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,2,2010-01,3,2009,03
1,10-01-15,2010,151,Cascades Papier Kingsey Falls,CA,          ,9009462   ,1090330,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,1,2010-01,3,2009,03
4,10-04-09,2010,101,Cascades EC - Kingsey Falls,CA,          ,9010096   ,1090401,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-04,1,2009,04
4,10-04-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,9010096   ,1090401,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,4,2010-04,1,2009,04
4,10-04-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,9010096   ,1090401,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2010-04,1,2009,04
4,10-04-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,9010096   ,1090401,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,0.5,2010-04,1,2009,04
2,10-02-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,9011644   ,1090423,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-02,4,2009,04
3,10-03-18,2010,151,Cascades Papier Kingsey Falls,C3,          ,9012801   ,1090504,POM0052        ,KPOMP039                      ,KSCH      ,SINST,MECA,1,2010-03,2,2009,05
3,10-03-10,2010,151,Cascades Papier Kingsey Falls,C3,          ,9012801   ,1090504,POM0052        ,KPOMP039                      ,KSCH      ,SINST,MECA,6,2010-03,2,2009,05
3,10-03-18,2010,151,Cascades Papier Kingsey Falls,C3,          ,9012802   ,1090504,POM0055        ,KPOMP040                      ,KSCH      ,SINST,MECA,1,2010-03,2,2009,05
7,10-07-20,2010,151,Cascades Papier Kingsey Falls,CA,          ,9012935   ,1090507,UHY0052        ,KUHYD009                      ,KSEC      ,SINST,MECA,3,2010-07,23,2009,05
4,10-04-28,2010,151,Cascades Papier Kingsey Falls,CA,          ,9012935   ,1090507,UHY0052        ,KUHYD009                      ,KSEC      ,SINST,MECA,4,2010-04,1,2009,05
4,10-04-16,2010,151,Cascades Papier Kingsey Falls,CA,          ,9012935   ,1090507,UHY0052        ,KUHYD009                      ,KSEC      ,SINST,MECA,2,2010-04,1,2009,05
4,10-04-14,2010,151,Cascades Papier Kingsey Falls,CA,          ,9012935   ,1090507,UHY0052        ,KUHYD009                      ,KSEC      ,SINST,MECA,3,2010-04,1,2009,05
4,10-04-14,2010,151,Cascades Papier Kingsey Falls,CA,          ,9012935   ,1090507,UHY0052        ,KUHYD009                      ,KSEC      ,SINST,MECA,1,2010-04,1,2009,05
1,10-01-08,2010,115,CSA - Magasin,C3,          ,9013860   ,1090515,VALB0325       ,MMAGA115                      ,SMAGA     ,SINST,MECA,4,2010-01,3,2009,05
2,10-02-24,2010,167,Cascades Groupe Tissu KF Desen,PA,IPVER077  ,9014193   ,1090522,CYLD9999       ,I.INS701                      ,IDESEN    ,SINST,MECA,4,2010-02,4,2009,05
1,10-01-27,2010,167,Cascades Groupe Tissu KF Desen,PA,IPVER077  ,9014193   ,1090522,CYLD9999       ,I.INS701                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2009,05
2,10-02-02,2010,123,Cascades Forma-Pak,PA,FVER015   ,9014194   ,1090522,CYLF9999       ,F.VISU002                     ,FGENE     ,SINST,MECA,2,2010-02,4,2009,05
1,10-01-20,2010,123,Cascades Forma-Pak,PA,FVER015   ,9014194   ,1090522,CYLF9999       ,F.VISU002                     ,FGENE     ,SINST,MECA,5,2010-01,3,2009,05
4,10-04-06,2010,101,Cascades EC - Kingsey Falls,PA,DVER022   ,9014197   ,1090522,CYLN9999       ,D.ELEC001                     ,DGEN      ,SINST,MECA,2,2010-04,1,2009,05
2,10-02-23,2010,101,Cascades EC - Kingsey Falls,PA,DCHA010   ,9014480   ,1090522,UHY0016        ,DUHYD006                      ,DHUM      ,SINST,MECA,2,2010-02,4,2009,05
3,10-03-05,2010,151,Cascades Papier Kingsey Falls,C3,          ,9016174   ,1090608,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,1.5,2010-03,2,2009,06
3,10-03-03,2010,151,Cascades Papier Kingsey Falls,C3,          ,9016174   ,1090608,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,2,2010-03,2,2009,06
1,10-01-05,2010,151,Cascades Papier Kingsey Falls,CA,          ,9017442   ,1090622,VAL0419        ,KNETT030                      ,KPAT      ,SINST,MECA,2,2010-01,3,2009,06
3,10-03-02,2010,115,CSA - Magasin,CA,          ,9017626   ,1090623,VAL0225        ,MMAGA115                      ,SMAGA     ,SINST,MECA,4,2010-03,2,2009,06
3,10-03-02,2010,115,CSA - Magasin,CA,          ,9017626   ,1090623,VAL0225        ,MMAGA115                      ,SMAGA     ,SINST,MECA,6,2010-03,2,2009,06
3,10-03-01,2010,115,CSA - Magasin,CA,          ,9017626   ,1090623,VAL0225        ,MMAGA115                      ,SMAGA     ,SINST,MECA,3,2010-03,2,2009,06
8,10-08-19,2010,101,Cascades EC - Kingsey Falls,C3,          ,9018170   ,1090701,CYL0461        ,DBARR001                      ,DPAT      ,SINST,MECA,4,2010-08,31,2009,07
8,10-08-19,2010,101,Cascades EC - Kingsey Falls,C3,          ,9018170   ,1090701,CYL0461        ,DBARR001                      ,DPAT      ,SINST,MECA,4,2010-08,31,2009,07
8,10-08-18,2010,101,Cascades EC - Kingsey Falls,C3,          ,9018170   ,1090701,CYL0461        ,DBARR001                      ,DPAT      ,SINST,MECA,6,2010-08,31,2009,07
8,10-08-18,2010,101,Cascades EC - Kingsey Falls,C3,          ,9018170   ,1090701,CYL0461        ,DBARR001                      ,DPAT      ,SINST,MECA,8,2010-08,31,2009,07
4,10-04-13,2010,102,Cascades ConversionInc.,C3,          ,9020226   ,1090720,DEV0044        ,CDEVI256                      ,CBOB256   ,SINST,MECA,1,2010-04,1,2009,07
1,10-01-27,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2009,07
1,10-01-27,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2009,07
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,6,2010-01,3,2009,07
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,0.5,2010-01,3,2009,07
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,0.5,2010-01,3,2009,07
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,8,2010-01,3,2009,07
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,0.5,2010-01,3,2009,07
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,0.5,2010-01,3,2009,07
1,10-01-25,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2009,07
1,10-01-25,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2009,07
1,10-01-20,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2009,07
1,10-01-15,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2009,07
1,10-01-07,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9021303   ,1090722,NET0087        ,INETT710                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2009,07
11,10-11-24,2010,101,Cascades EC - Kingsey Falls,D3,          ,9022615   ,1090810,DRLEAU-M       ,DRLEAU                        ,DRLEAU    ,SELEC,MOTEUR,1,2010-11,7,2009,08
3,10-03-24,2010,151,Cascades Papier Kingsey Falls,CA,          ,9022800   ,1090813,RAF0002        ,KRAFF002                      ,KPAT      ,SINST,MECA,6,2010-03,2,2009,08
3,10-03-23,2010,151,Cascades Papier Kingsey Falls,CA,          ,9022800   ,1090813,RAF0002        ,KRAFF002                      ,KPAT      ,SINST,MECA,2,2010-03,2,2009,08
3,10-03-22,2010,151,Cascades Papier Kingsey Falls,CA,          ,9022800   ,1090813,RAF0002        ,KRAFF002                      ,KPAT      ,SINST,MECA,2,2010-03,2,2009,08
2,10-02-11,2010,168,CGT-KF Perini 2,CA,          ,9023698   ,1090821,ROU0134        ,IBOBI801                      ,IHYG2     ,SINST,MECA,6,2010-02,4,2009,08
2,10-02-11,2010,168,CGT-KF Perini 2,CA,          ,9023698   ,1090821,ROU0134        ,IBOBI801                      ,IHYG2     ,SINST,MECA,6,2010-02,4,2009,08
11,11-11-30,2011,101,Cascades EC - Kingsey Falls,CA,          ,9023829   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2011-11,36,2009,08
11,11-11-29,2011,101,Cascades EC - Kingsey Falls,CA,          ,9023829   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2011-11,36,2009,08
11,11-11-29,2011,101,Cascades EC - Kingsey Falls,CA,          ,9023829   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2011-11,36,2009,08
6,11-06-09,2011,101,Cascades EC - Kingsey Falls,CA,          ,9023829   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2011-06,32,2009,08
11,10-11-24,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023830   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-11,7,2009,08
10,10-10-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,1,2010-10,26,2009,08
10,10-10-07,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,0.5,2010-10,26,2009,08
10,10-10-06,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,4,2010-10,26,2009,08
10,10-10-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,4.5,2010-10,26,2009,08
10,10-10-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,5,2010-10,26,2009,08
10,10-10-05,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,0.5,2010-10,26,2009,08
9,10-09-29,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-09,29,2009,08
9,10-09-28,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023832   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-09,29,2009,08
1,10-01-08,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023833   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-01,3,2009,08
9,10-09-29,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023835   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-09,29,2009,08
9,10-09-28,2010,101,Cascades EC - Kingsey Falls,CA,          ,9023835   ,1090824,BAT0012        ,DBATI016                      ,DGEN      ,SELEC,MOTEUR,2,2010-09,29,2009,08
11,10-11-24,2010,101,Cascades EC - Kingsey Falls,C3,          ,9023865   ,1090824,BAT0020        ,DBATI002                      ,DHUM      ,SELEC,MOTEUR,1,2010-11,7,2009,08
1,10-01-11,2010,101,Cascades EC - Kingsey Falls,C3,          ,9023871   ,1090824,BAT0020        ,DBATI002                      ,DHUM      ,SELEC,MOTEUR,4,2010-01,3,2009,08
4,12-04-27,2012,101,Cascades EC - Kingsey Falls,C3,          ,9023875   ,1090824,BAT0020        ,DBATI002                      ,DHUM      ,SELEC,MOTEUR,1,2012-04,55,2009,08
5,12-05-11,2012,101,Cascades EC - Kingsey Falls,C3,          ,9023878   ,1090824,BAT0019        ,DBATI007                      ,DGEN      ,SELEC,MOTEUR,2,2012-05,53,2009,08
3,12-03-19,2012,101,Cascades EC - Kingsey Falls,C3,          ,9023878   ,1090824,BAT0019        ,DBATI007                      ,DGEN      ,SELEC,MOTEUR,2,2012-03,44,2009,08
12,11-12-07,2011,101,Cascades EC - Kingsey Falls,C3,          ,9023879   ,1090824,BAT0704        ,DBATI008                      ,DGEN      ,SELEC,MOTEUR,4,2011-12,42,2009,08
4,12-04-27,2012,101,Cascades EC - Kingsey Falls,C3,          ,9023890   ,1090824,BAT0483        ,DBATI037                      ,DGEN      ,SELEC,MOTEUR,1,2012-04,55,2009,08
1,10-01-07,2010,102,Cascades ConversionInc.,C3,          ,9023901   ,1090824,UHY0142        ,CTABL020                      ,CEXT361   ,SINST,MECA,4,2010-01,3,2009,08
1,10-01-29,2010,161,Cascades Groupe Tissu KF Mac 1,M3,IPGO      ,9024139   ,1090827,TAB0101        ,IEXTR101C/1                   ,ILIC1     ,SINST,MECA,2,2010-01,3,2009,08
1,10-01-28,2010,161,Cascades Groupe Tissu KF Mac 1,M3,IPGO      ,9024139   ,1090827,TAB0101        ,IEXTR101C/1                   ,ILIC1     ,SINST,MECA,4,2010-01,3,2009,08
2,10-02-11,2010,162,Cascades Groupe Tissu KF Mac 2,MA,IPGO      ,9024140   ,1090827,TAB0004        ,IEXTR201C/1                   ,ILIC2     ,SINST,MECA,2,2010-02,4,2009,08
8,11-08-23,2011,123,Cascades Forma-Pak,C3,          ,9024544   ,1090831,BAT0035        ,FBATI005                      ,FGENE     ,SELEC,MOTEUR,2,2011-08,50,2009,08
1,10-01-26,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9024549   ,1090831,CYL0066        ,INETT701                      ,IDESEN    ,SINST,MECA,1,2010-01,3,2009,08
1,10-01-11,2010,167,Cascades Groupe Tissu KF Desen,CA,          ,9024549   ,1090831,CYL0066        ,INETT701                      ,IDESEN    ,SINST,MECA,2,2010-01,3,2009,08
8,10-08-11,2010,111,CSA - Mécaniciens,C3,          ,9024561   ,1090831,BAT0144        ,SBATI002                      ,SATEL     ,SELEC,MOTEUR,2,2010-08,31,2009,08
8,10-08-10,2010,111,CSA - Mécaniciens,C3,          ,9024562   ,1090831,BAT0144        ,SBATI002                      ,SATEL     ,SELEC,MOTEUR,3,2010-08,31,2009,08
8,10-08-09,2010,111,CSA - Mécaniciens,C3,          ,9024562   ,1090831,BAT0144        ,SBATI002                      ,SATEL     ,SELEC,MOTEUR,2,2010-08,31,2009,08
8,10-08-02,2010,111,CSA - Mécaniciens,C3,          ,9024562   ,1090831,BAT0144        ,SBATI002                      ,SATEL     ,SELEC,MOTEUR,1,2010-08,31,2009,08
12,10-12-24,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-12,6,2009,08
12,10-12-21,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,5.5,2010-12,6,2009,08
12,10-12-21,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1.5,2010-12,6,2009,08
12,10-12-20,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SINST,MECA,1,2010-12,6,2009,08
12,10-12-20,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,2,2010-12,6,2009,08
12,10-12-08,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-12,6,2009,08
11,10-11-12,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-11,7,2009,08
11,10-11-08,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,2,2010-11,7,2009,08
10,10-10-21,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-10,26,2009,08
10,10-10-20,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-10,26,2009,08
10,10-10-14,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,2,2010-10,26,2009,08
10,10-10-06,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-10,26,2009,08
8,10-08-19,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,2,2010-08,31,2009,08
5,10-05-20,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-05,5,2009,08
5,10-05-04,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,2,2010-05,5,2009,08
5,10-05-03,2010,161,Cascades Groupe Tissu KF Mac 1,CA,          ,9024594   ,1090831,BAT0021        ,IBATI101                      ,ILIC1     ,SELEC,MOTEUR,1,2010-05,5,2009,08
2,12-02-27,2012,101,Cascades EC - Kingsey Falls,M3,          ,9024644   ,1090901,BAT0020        ,DBATI002                      ,DHUM      ,SELEC,MOTEUR,2,2012-02,45,2009,09
5,11-05-19,2011,101,Cascades EC - Kingsey Falls,M3,          ,9024644   ,1090901,BAT0020        ,DBATI002                      ,DHUM      ,SELEC,MOTEUR,2,2011-05,35,2009,09
10,10-10-27,2010,111,CSA - Mécaniciens,C3,          ,9024666   ,1090831,BAT0152        ,SBATI005                      ,SATEL     ,SELEC,MOTEUR,2,2010-10,26,2009,08
9,10-09-08,2010,111,CSA - Mécaniciens,C3,          ,9024666   ,1090831,BAT0152        ,SBATI005                      ,SATEL     ,SELEC,MOTEUR,1,2010-09,29,2009,08
8,10-08-25,2010,111,CSA - Mécaniciens,C3,          ,9024666   ,1090831,BAT0152        ,SBATI005                      ,SATEL     ,SELEC,MOTEUR,2.5,2010-08,31,2009,08
10,10-10-27,2010,111,CSA - Mécaniciens,C3,          ,9024668   ,1090831,BAT0224        ,SBATI071MEC                   ,SATEL     ,SELEC,MOTEUR,2,2010-10,26,2009,08
9,10-09-08,2010,111,CSA - Mécaniciens,C3,          ,9024668   ,1090831,BAT0224        ,SBATI071MEC                   ,SATEL     ,SELEC,MOTEUR,1,2010-09,29,2009,08
8,10-08-25,2010,111,CSA - Mécaniciens,C3,          ,9024668   ,1090831,BAT0224        ,SBATI071MEC                   ,SATEL     ,SELEC,MOTEUR,2.5,2010-08,31,2009,08
7,11-07-18,2011,115,CSA - Magasin,C3,          ,9024678   ,1090831,CON0216        ,SCONV001                      ,SATEL     ,SELEC,MOTEUR,1,2011-07,43,2009,08
7,11-07-15,2011,115,CSA - Magasin,C3,          ,9024678   ,1090831,CON0216        ,SCONV001                      ,SATEL     ,SELEC,MOTEUR,1,2011-07,43,2009,08
9,10-09-08,2010,115,CSA - Magasin,C3,          ,9024678   ,1090831,CON0216        ,SCONV001                      ,SATEL     ,SELEC,MOTEUR,2,2010-09,29,2009,08
6,10-06-18,2010,151,Cascades Papier Kingsey Falls,CA,          ,9024680   ,1090901,BAT0006        ,KBATI006                      ,KGEN      ,SELEC,MOTEUR,1,2010-06,25,2009,09
11,11-11-10,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,2,2011-11,36,2009,08
11,11-11-09,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,2,2011-11,36,2009,08
11,11-11-08,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,3.5,2011-11,36,2009,08
11,11-11-08,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2011-11,36,2009,08
11,11-11-08,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,8,2011-11,36,2009,08
11,11-11-08,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,4,2011-11,36,2009,08
11,11-11-08,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2011-11,36,2009,08
11,11-11-08,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,0.5,2011-11,36,2009,08
11,11-11-07,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2011-11,36,2009,08
11,11-11-01,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,3,2011-11,36,2009,08
5,11-05-19,2011,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,2,2011-05,35,2009,08
10,10-10-21,2010,162,Cascades Groupe Tissu KF Mac 2,CA,          ,9024762   ,1090831,BAT0091        ,IBATI202                      ,ILIC2     ,SELEC,MOTEUR,1,2010-10,26,2009,08
